Hospital,#colm,var_colm_stuc,hd_tm,vr0,l_mark_for_render,hd_cl1,hd_cl1_0,hd_cl1_1,hd_cl2,hd_cl2_0,hd_cl2_1,hd_cl3,hd_cl3_0,hd_cl3_1,hd_cl4,hd_cl4_0,hd_cl4_1,hd_cl5,hd_cl5_0,hd_cl5_1,hd_cl6,hd_cl6_0,hd_cl6_1,hd_cl7,hd_cl7_0,hd_cl7_1,hd_cl8,hd_cl8_0,hd_cl8_1,hd_cl9,hd_cl9_0,hd_cl9_1,start1,start_no,start1_t,end1,end_no,end1_t,sbt,sbt_cnsd,sbt_not_cnsd,sbt_no,vacant_box,correct_box,correct_spl_box,boxwise_corr,spf_spl_corr,head_to_home,specific_head_corr,correct_head,cnt_cond,space_within_box,pre_peronailse_at_basic_ext,peronailse_at_basic_ext,peronailse_at_merge,num_data,fc_yes,add_head,head_pos_corr,add_subtotal,sift_sbt,head_to_head_sbt,add_to_cnld,one_to_many,recognise_head,one_to_two_line,w_mark_txt,crop_data_1,clean_data_1,cd1_yes,ss1_yes,skip_data_1,sd1_yes,addj_overlap,clean_amt,ca_yes,crop_shift_1,cs1_yes,correct_cld_1,prefer_next,shift_data_1,merge_param,merge_space,mp_else,merge_set,spl_bottom,qty,date,rate,total,discount,amount,disc_func,rate_func,dot_zz_func,datetime_func,dtf_yes,date_func,df_yes,head_list,hdl_no,lebels,head_identify_1,correct_combination,default_clm_rng
max,6,,"Date\s?Time|Data\s?Time|DaleTime|eTime,11",30,,"Item Name,Nam,1","5,2,0","3,2,0","DateTime,Date|Data|eTime,1","5,2,0","2,9,0","Qty,Price,1","1,1,0","1,1,1","Price,Price,0","2,3,0","0,1,0","GST,Amount,1","2,1,0","7,4,1","Amount,Amount,0","1,1,0","0,1,0",,,,,,,,,,"Item Name|Item Nam|Itum Name|I'm Name|1tum Name|m Name,",,25,"Grand Total|Grand.Total,Common Misc Items|Grand,Print Date|Page,payble",,25,Sub Total,,,Total Vitamin,,"1,Sub . Total,Sub Total#1,sub Total,Sub Total#1,sub To,Sub Total#","0,Other C,Other Charges#0,Proced,Procedures#0,m Rent,Room Rent#0,cedures,Procedure","1,Sub,Sub Total#1,sub T,Sub Total#1,Sub Fotal,Sub Total#1,Sul Total,Sub Total#0,'rocedures,Procedures#0,S ther Charges,Other Charges#0,onsultation,Consultation#0,Rcom Rent,Room Rent#0,Ir vestigations,Investigations#0,cc isultation,Consultation#0,stigations,Investigations#0,Medical Consumpur,Medical Consumable#0,Room Bent,Room Rent#0,Medical Costumable,Medical Consumable#0,Procedures.S,Procedures#0,Surgery BreakUp Of Surgery,Surgery#","Surgery,Plastic#Surgery,Neuro#Surgery,General#Physician,General#",,"Blow i Bank,0,Blood Bank,0#itation,0,Consultation,0#Mu. I al Consumable,0,Medical Consumable,0#Me.iii al Consumable,0,Medical Consumable,0#PipestuLES,0,Procedures,0",,,yes,,yes,yes,"hd_cl3,hd_cl4,hd_cl6",,yes,,,,,,,,"lvl2,3,5,\d\.\d",yes,,,,"3,2,space#",yes,"Sub Total|Patient Na,4,Patient Name,1,PID :,2,Print Date|Print|Patient name|Registration No,0,Total|GST,4",,,,,,,,,"\d\d?\/\d\d?\/\d{4}|\d{2}\/\d{2}\/\d{2}|\d{2}\/\d{2}\/\d{4}|\d{2}\/\d\/\d{2}|\d{2}\/\d{2}\/\d{2}\s\d{2}\:\d{2}\s\d{2}|\/\d\/\d{3}\s\:|\/\d\/\d{4}|\d\/\d\/\d{2}\s\d{2}\:\d{2}|\d{4}\/\d{4}|\D{2}\/\d{2}\/\d{4},\d\s?\.\s?\d|\d\s\d,Discharge Medication|DPCO|Oncology,\d\s?\.\s?\d|\d{2}\:\d{2},1,5,0,3,2",,,,,hd_cl3,hd_cl2,hd_cl4,,,hd_cl6,,yes,yes,,,"\d{2}\/\d{2}\/\d{4}\s\d{2}\:\d{2},/,:","\d{2}\-\w{3}\-\d{4},-","ledical Consumable,Room Bent &,they Charges,Nuclear Medicine,Daras,Mosteat Consumable,BaOID Bent,consultation,investigations,Room Rent a,Medical Consumable .,Equipment charges,Room Rent.,Procedures @,HEAD_PKG,Room Rent+,Room Rent. =,""Medical Consumable .E.,:Other Charges .,.Drugs,Blood Bank,Dr igs,In vestigations,I onsultation,ther Charges,Rcom Rent,Consultation,Drugs,Investigations,Medical Consumable,Surgery,Equipment Charges,Procedures,Room Rent,Medical Consumable,Other Charges,Head,Boom Rent,Room Ram,Radiotherapy",,"Item,DateTime,Quantity,Rate,GST Data,Amount",yes,"2,3,5",
max_daycare,6,,"Services,9",30,,"Services,Services","1,1,0","1,4,0","Qty,Qty","1,4,0","1,10,0","Base,Base","1,4,0","3,10,0","Tariff,Tariff","7,10,0","1,4,0","Discounts,Discount","1,4,0","1,4,0","Bill Amount,Amount","1,4,0","1,4,0",,,,,,,,,,"Price,",,1,"To be paid,",,10,Total,,,Total Vitamin,,,,,,,,,,yes,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,"\d\s?\.\s?\d,\d\s?\.\s?\d,\d\s?\.\s?\d,\d\s?\.\s?\d,2,2,5,5,2",,,,,,,,,,,,,,,,,,Head,,"Item,Qty,Remark,Rate,Remark,Amount",,,
max_daycare1,6,yes,"TOTAL,7",40,,"Description,DESCRI,0,DESCRI,0","2,1,0","1,2,0","Description,DESCRI,0,DESCRI,0","1,2,1","2,1,0","Description,DESCRI,0,DESCRI,0","2,1,1,","2,1,0","DAYCARE(dup),DAYCARE,0,DAYCARE,0","2,1,0","2,1,1","DAYCARE(dup),DAYCARE,0,DAYCARE,0","2,1,0","2,1,1","DAYCARE(dup),DAYCARE,0,DAYCARE,0","2,1,1","4,1,0",,,,,,,,,,"DAYCARE,",,1,"TOTAL,",,1,Subtotal,,,Total Vitamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,"DESCRIP,0,DESCRIP,0,DESCRIP,0,DESCRIP,0,DESCRI,0",,,,,,,,,"\d{4}|\d{3}|\d{2},\d\s?\.\s?\d,\d\s?\.\s?\d,\d\s?\.\s?\d,5,5,5,5,3",,,,,,,,,,,,,,,,,,Head,,"Item,Remark,Remark,Remark,Remark,Amount",,,
manipal,6,,"Price,7",35,,"Sl.,Order,1","1,1,0","5,4,1","Item,Item|Iten,0","3,2,0","2,1,0","Qty,ty,1","1,3,0","1,4,0","Price,Price,0","4,5,0","0,1,0","Remk,Price,1","3,2,1","6,2,0","NetAmt,Net,1","1,1,0","3,1,0",,,,,,,,,,"Order Item|Order Iten,MHE T2018",,12,"Policy Discount|Patient Share,Policy Discount",,1,Sub Total,,,Total Vitamin,,,,,,,,,Page,yes,,yes,yes,,"\d{2}\-\d{2}\-\d{4},4,5,5",,,,,,,,,,,,,,,yes,"Name|Age|Sex|Name|Particular,0,INPATIENT|INTERIM,1,Total,2,Price,3,Date,4",,yes,hd_cl6,yes,"^\d{1,2}\s{1};0;2;1;1",,,,"1,1,-1,2,1,3,5",,yes,,,,,,,,,,,,,,,,,"1,SAC,2,SAC,SAC","Sl#,Item,Quantity,Price,Remark,Amount",yes,,
gangaram,6,,"Price|NetAmt,8",35,,"Sl.,Order|order,1","3,2,0","5,4,1","Order,Order|order,0","1,2,0","2,1,0","Qty,Q?ty,0","6,5,0","0,1,0","Price,Price,0","1,1,0","0,1,0","Remk,Price,1","6,5,1","5,2,0","NetAmt,NetA,1","12,10,0","1,1,0",,,,,,,,,,,,,,,,Page,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,"Print Range,1,Print Range,1,Print Range,1,Print Range,1,Print,4",,,,yes,"^\d{1,2}\s{1};0;2;1;1",,,,,,,,"yes,2",,,,,,,,,,,,,,"CT scan charges,Nuclear medicine charges,Non invasive laboratory charges,Blood Processing Charges,Ultrasound Charges,MRI Charges,ROOM RENT CHARGES,Room rent charges,X Ray Department Charges,Microbiology Laboratory Charges,DOCTOR'S PROCEDURE CHARGES COLONOSCOPY,DOCTOR'S PROCEDURE CHARGES,DOCTOR'S PAC CHARGES,DOCTOR'S VISIT CHARGES,Diet Consultation Charges,External laboratory test charges,Genetic Medicine Charges,Hospital charges,MEDICINES,Medical consumables,Nuclear medicine charges,DOCTOR'S ANAESTHESIA CHARGES,DOCTOR'S OPERATION CHARGES,Special equipment usage charges,Haematology Laboratory Charges,Histopathology Laboratory Charges,Microbiology Laboratory Charges,Biochemistry Laboratory Charges,Clinical Pathology Charges,Bedside procedure charges (Glucometry),BAnaesthesia consumables,Intensive care charges,DOCTOR'S PROCEDURE CHARGES CENTRAL VENOUS LINE INSERTION,Blood Gas Analysis,Blood Bank Investigation Charges,Physiotherapy charges,DOCTOR'S PROCEDURE CHARGES BRONCHOSCOPY,Package charges,Dental charges",,"Sl#,Item,Quantity,Price,Remark,Amount",,"2,3,5",
nanavati-old,6,,"Particular,11",30,,"Date,Dat,1","1,4,0","3,2,0","Particular,Particular,0","1,4,0","23,4,0","Ordering Ward,Ordering,1","2,3,0","1,1,0","Rate,Rate|rate,0","1,2,0","0,1,0","Qty,Rate|rate,1","2,5,1","1,1,0","Amount,Amount,0","1,2,0","0,1,0",,,,,,,,,,"Particular,Patient Name",,25,"Total of Billable|al of Billable,Printed By",,2,Total for,,,Total Vitamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,4,space#",yes,"Patient's Attendant,0,Patient's Attendant,0,Patient's Attendan,0,Patient's Attendant,0,Patient's Attendant,0",,,,,,,,,"\d\/\d{2}\/\d{4}\s,\d{2}\/\d{4}\s\d{2},\d\/\d{2}\/\d{4}\s,\d\s?\.\s?\d,0,0,0,5,2",,,,,,,,,,,,,,,,,,"IMMUNOHEMATOLOGY INVESTIGATIONS,TRANSFUSION MEDICINE,OBSTETRICS & GYNAECOLOGY,PPE allocation,N 95 allocation charges,ORTHOPAEDICS,UROLOGY,BED SIDE PROCEDURES,INTENSIVIE CARE UNIT,GENERAL SURGERY,INTENSIVE CARE UNIT,CRITICAL CARE UNIT CHARGES,DIOLOGY,INTENSIVIE CARE UNIT,PHYSIOTHERAPY & REHABILITATION,RADIOTHERAPY,REGISTRATION,BED CHARGES,VISIT FEE,PATHOLOGY,INSTRUMENT CHARGES,CARE AND,CARE AND HYGIENE CHARGES,CARE AND HYGIENE CHARGES,RADIOLOGY,CLINICAL NUTRITION,CARDIOLOGY,Food & Beverage,AUDIOLOGY & SPEECH THERAPY,Medicine and Consumables",,"Date,Item,Ward,Rate,Quantity,Amount",yes,,
lilavati,6,yes,"STATEMENT OF ACCOUNT,25",,,"Date,Party Name,0,Party Name,2","1,6,0","0,1,0","Reference,Party Name,2,Charge Description,0","0,1,0","1,6,1","Item,Charge Description,0,STATEMENT OF ACCOUNT,2","1,6,0","0,1,0","REMARK,STATEMENT OF ACCOUNT,2,STATEMENT OF ACCOUNT,2","1,24,1","1,24,0","Qty,Qty,0,Qty,0","1,7,0","1,6,0","Amount,Qty,0,Qty,0","1,7,1","1,1,0",,,,,,,,,,"Description,Description",,5,"PAN CARD,Total ch,Page",Total \(Vitamin|\(Total|Total Protein,7,Subtotal,,,Total Vitamin,,,,,,,"Cardiac (,0,Cardiac Cathlab,0#Or. Fees - Visit / Consultation,0,Dr. Fees - Visit / Consultation,0",,,yes,,yes,yes,,,,,"basic,\d{2}",,,,"3,\w{3}\d{2}\s\w{3}\d{2},\w{2}\/\d{6}",,,,,,,,,,,,,,,,,,"\w{3}\d{2}\s\w{3}\d{2},\w{2}\/\d{6},\w{3}\d{2}\s\w{3}\d{2},\w{2}\/\d{6},\w{3}\d{2}\s\w{3}\d{2},\d{2},0,1,0,1,0,5,4",,,"G100,G500,G300,Grade III Surgery,G600,Grade VI Surgery,G600,Grade VI Surgery,G300,Grade III Surgery,Grade V Surgery,G600,Grade VI Surgery,CAGTPCA19,Coronary Angiography + Complex Angioplasty ? ALL,CAT-NES,CAT-NEUNA",,,,,,,,,,,,,,,"Materials,Blood Bank,Physiotherapy,Ophthalmology,Accommodation,Operation Theatre,Pathology,Radiology & Imaging,Pharmacy,Materials,Miscellaneous Services,Cardiology (Non-Invasive),Neurology,MRI,Cardiac Cathlab,Cardiac Cathlab,Dr. Fees - Visit / Consultation,Ward Procedures,GST,Anaesthetist Procedures,Nephrology,Nuclear Medicine",,"Date,Code,Item,Remark,Qty,Amount",,,
lilavati-pharma,6,,"Unit Rate,12",10,,"sl,Ref","1,4,0","0,1,0","Code,Item","4,10,0","1,5,0","Item,Charge","1,5,0","3,2,0","Rate,Rate","1,2,0","0,1,0","Qty,Qty","0,1,0","1,3,0","Amount,Amount","0,1,0","3,2,0",,,,,,,,,,"Description,Description",,5,"Total,Page",,7,Subtotal,,,Total Vitamin,,,,,,,,,,,,yes,yes,,,yes,,"basic,\d{2}",,,,,,,,,,,,,,,,,,,,,,"\w{2}\/\d{8}?|\d+\s\d+|\w{2}\-\d{2}\-\d{6}\s\w{2}\-\d{2}\-\d{6},\d+|\w{2}\-\d{2}\-\d{6},\d+\.\d+|\d+\.\d+\s\d+\.\d+,\d{2}|\d{3}|\d+,1,1,3,5,2",,,,,,,,,,,,,,,,,,MEDICINES / CONSUMABLES,,"Sl#,Code,Item,Rate,Qty,Amount",,,
aig,7,yes,"\d{2}[A-Z]{2}\w{8}\d|\d{2}[A-Z]{5}\d,18",,,"Date,Address|Addres|Addrose|Addroad,0,Address|Addres|Addrose|Addroad,2","1,4,0","0,1,0","Number,Address|Addres|Addrose|Addroad,2,\d\-\d{2}\-\d{4}\s\d|\d{2}\s\d{2}\-\d{4}\s\d{2},0","0,1,0","0,1,0","Item,\d\-\d{2}\-\d{4}\s\d|\d{2}\s\d{2}\-\d{4}\s\d{2},0,GSTN|GSIN|GSTM|OSTN|GST,0","0,1,0","0,2,1","Quantity,GSTN|GSIN|GSTM|OSTN|GST,0,\d{2}[A-Z]{2}\w{8}\d|\d{2}[A-Z]{5}\d,0","0,1,0","1,10,1","Rate,\d{2}[A-Z]{2}\w{8}\d|\d{2}[A-Z]{5}\d,0,\d{2}[A-Z]{2}\w{8}\d|\d{2}[A-Z]{5}\d,2","0,1,0","4,10,1","Gross,\d{2}[A-Z]{2}\w{8}\d|\d{2}[A-Z]{5}\d,2,Total Am,2","4,10,0","0,1,0","Total,\d{2}[A-Z]{2}\w{8}\d,2,Total Am,2","4,10,0","0,1,0",,,,,,,"Addres|Addrace,Discharge Date,",,-11,"Gross Amount,Gross Amount",,-3,Total,,,Total Am,,"2,700157,space#2,Total Iron,Tota l Iron#5,otal : 200.00,Total : 200.00#2,Lap. Appendectomy,Appendisectomy Lap#0,PHARMACY-RETURI,PHARMACY-RETURN#0,Doctor Visit Charged,Doctor Visit Charges","0,Other_procedures charges,Other procedures charges#0,Dlagnostic Services,Diagnostic Services#","0,ISCELLANEOUS SERVICES,MISCELLANEOUS SERVICES#0,Non Dis noodle Servloos,Non Diagnostic Services#0,Hospital servicos,Hospital Services#0,Doctor Visit Charge:,Doctor Visit Charges#0,Non Diagnosde Services,Non Diagnostic Services#0,Surgery Dotalle,Surgery Details#0,Magnoole Services,Hospital Services#0,Lospital Services,Hospital Services#0,PHARMACY-ISSU,PHARMACY-ISSUE#0,iagnostic Services,Diagnostic Services#0,Other procedure,Other procedures charges#0,Hospital serviceo,Hospital services#0,Xagnostic Services,Diagnostic Services#0,Diagnostic 8,Diagnostic Services#",,,"ath Lab Procedures charges,0,Cath Lab Procedures charges,0#MISCELLANEOUS SERVICE,0,MISCELLANEOUS SERVICES,0#Hospital serviced,0,Hospital services,0#Other procedures charge,0,Other procedures charges,0",,,yes,yes,yes,yes,,,,,"lvl_two,",,,,,,,,,,,"5,6,space#",yes,"Date|From Dat|Addrace|Patient Pan Card No|Data|Allrace|ArAse,0,Number|CITY GACHIBOWL,1,COLONY|India,3,Total Am|Gross Amt,5,INDIA|India|ENCLAVE,2",,,,,,,Total,,"\d\-\d{2}\-\d{4}|\d{2}\-\d{2}\-\d{3}|\d\s\d+\-\d+|\d\-\d+\s\d+,\d\-\d{2}\-\d{4},\d\.\d,\d\.\d,0,0,5,6,3",,,,,,,,,,,,,,,,,,"CARDIOLOGY PACKAGE,PACKAGE EXTRAS,Other_procedures charges,OT PHARMACY-ISSUE,GENERAL WARD SURGERY PACKAGE,HEAD,Non-Diagnostic Services,Hospital Services,PACKAGE Details,Diagnostic Service,Cath Lab Procedures charges,SURGERY PACKAGE,Surgery Details (DELUXE),PACKAGE,PACKAGE EXTRA,Physio therapy Consultation,PHARMACY ISSUE,Bed Charges,""Hospital services,""Diagnostic Services,Diagnostic Services,""Doctor Visit Charges,PHARMACY-RETURN,PHARMACY-,PHARMACY,IMPLANT,PACKAGE EXCLUDE,Other procedures charges,Non Diagnostic Servi,OTHER INVESTIGATION AND PROCEDURE,Surgery Details,Hospital services,Doctor Visit Charges,""Non Diagnostic Services,Non Diagnostic Services,MISCELLANEOUS SERVICES,PHARMACY-ISSUE,Surgery Details (SINGLE ROOM ),IMPLANTS & ACCESSORIES,Non Diagnostic Service,Surgery Details - GRADE V B SUPRA MAJOR PLUS SURGERY,NURSING CHARGES,OT PHARMACY-RETURN,IMPLANTS / ACCESSORIES,LABORATORY SERVICES,Surgery Details,SURGERY PACKAGE SHAING ROOM,OTHER PROCEDURE CHARGES",,"Date,Code,Item,Quantity,Rate,Remark,Total",,,"12, 257, 257, 486, 486, 1227, 1227, 1588, 1622, 1825, 1860, 2247, 1860, 2247"
aig1,6,,"Rate,6",60,,"SL NO,SL","3,1,0","1,2,0","Surgery Details,Surgery","3,2,0","3,1,0","Qty,Qty","3,1,0","2,1,1","Rate,Rate","4,1,0","1,5,1","Amount,Amount","3,1,0","2,1,0","Amount,Amount","5,1,1","5,1,0",,,,,,,,,,"Amount,",,5,"TOTAL,",,5,Sub Total,,,Total Vitamin,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\d\.\d|\d{3}|\d{2},\d\.\d,\d,\d,3,3,3,4,3",,,,,,,,,,,,,,,,,,"AS PER PACKAGE,Diagnostic Services,Non Diagnostic Services,PHARMACY-ISSUE",,"Date,Item,Qty,Rate,Amount,Remark",,,
artemis,6,,"Date,5",25,,"Item,atch/Exp|atch/Fxp|alch/Exp,1","13,1,0","4,1,1","Date,atch/Exp|atch/Fxp|alch/Exp,1","1,2,0","1,3,0","Batch/Exp,atch/Exp|atch/Fxp|alch/Exp,1","2,1,1","3,1,0","Qty,Qty,0","3,4,0","0,1,0","Rate,Rate,0","6,5,0","0,1,0","Total,Tot,0","4,3,0","0,1,0",,,,,,,,,,"atch/Exp,atch/Exp|atch/Fxp|alch/Exp",,20,"Total Bill Amount,Total Bill Amount,And Zero On|contributes Rs1 per service bill|Eighty Nine",,-3,Subtotal,,,Total Vitamin,,,,"0,Others(S,Others(Subtotal)#0,Diagnostics(Subt,Diagnostics(Subtotal)#0,Procedure's,Procedures#0,edical Room Charges,Medical Room Charges#0,iagnostics,Diagnostics#",,,,,,,,yes,yes,"hd_cl5,hd_ch6","\d\/\d{4}\s\d{2}\:\d{2},3,0,1",,,"yes,\d\.\d",,,,,,,,,,,,yes,"of3,5,of3,5,of3,5,of3,5,Sector-61\\|Gurgaon|122 901,3",,,,,,,,,"\d\.\d,\d\/\d{2}\/\d{4},\d\.\d,\d\/\d{2}\/\d{4},\d\.\d,\d\/\d{2}\/\d{4},5,2,3,1,5,1,3",,,"Surgeons Fee,Pediatrics,Consultation Fee,Medical Room Charges,Neurology,Ophthalmology,Neuro Anesthesia,Surgery Fees,Endoscopy,Diagnostics,Other Services Items,Gynecology,Cardiology,Implants,Others,Oncology Drugs,Radiology,Laboratory,Nephrology,Blood Bank Charges,Drugs,Medical Consumables,Emergency,Procedures,Interventional Radiology,Miscellaneous,Physiotherapy,Robotic Surcharge,Room Rent","yes,3",,,,,,,,,,,,,,"Pediatrics,Packages,Consultations,Medical Room Charges,Ophthalmology,Diagnostics,Surgery,Neurology,Blood Bank,Pharmacy,Neuro Anesthesia,Endoscopy,Nephrology,Gynecology,Procedures,Others,Emergency,Other Services,Robotic Service,Medical Oncology",,"Item,Batch/Expiry,Date,Quantity,Rate,Amount",yes,,
artemis_daycare,6,,"Discount,10",30,,"HSN,HSN/SAC|HSN /SAC","7,1,0","2,1,1","HSN,HSN/SAC|HSN /SAC","1,2,0","1,2,0","Qty,Qty","1,1,0","1,2,0","Rate,Rate","1,1,0","1,2,0","Discount,Discount","1,2,0","1,10,0","Payable,Payable","1,4,0","1,4,0",,,,,,,,,,"Rate,Qty",,2,"Total Bill Amount,",,1,Subtotal,,,Total Vitamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\d\s?\.\s?\d,\d\s?\.\s?\d,\d\s?\.\s?\d,\d\s?\.\s?\d,\d\s?\.\s?\d,\d\s?\.\s?\d,2,2,2,3,3,3,2",,,"Others,Drugs,Consultation Fee",,,,,,,,,,,,,,,"Diagnostics,Pharmacy,Nephrology,Consultations",,"Item,Remark,Qty,Rate,Remark,Total",,,
artemis_daycare1,6,,"Total,11",30,,"Service,Service","4,1,0","1,1,0","Service,Service","1,1,1","2,1,0","Qty,Qty","1,1,0","1,10,0","Rate,Rate,0","1,1,0","0,1,0","Discount,Discount","1,2,0","1,10,0","Total,Total","1,2,0","0,1,0",,,,,,,,,,"Service,",,3,"TOTAL,",,4,Subtotal,,,Total Vitamin,,,,,,,,yes,,yes,,yes,,,,,,,,,,,,,,,,,"3,4,space#",yes,"Bill No,1,tient Name,2,Bill No,1,tient Name,2,Bill No,1",,,,,,,,,"\d\s?\.\s?\d,\d\s?\.\s?\d,\d\s?\.\s?\d,\d\s?\.\s?\d,\d\s?\.\s?\d,\d\s?\.\s?\d,3,3,3,3,3,3,2",,,Nuclear Medicine,,,,,,,,,,,,,,,"Diagnostics,Radiology,Miscellaneous Charges,Consultation Fee",,"Item,Remark,Qty,Rate,Remark,Amount",,,
miot,6,,"PARTICULARS|PARTICI,14",20,,"DATE,DATE,0","1,3,0","1,2,0","CODE,CODE,0","1,3,0","1,2,0","PARTICULARS,PARTICULARS|PARTICI,0","1,3,0","1,1,0","REMARK,PARTICULARS,1","3,2,1","2,1,0","QTY,QTY|RTY,0","1,2,0","1,3,0","TOTAL,TOTAL|OTAL,0","1,1,0","0,1,0",,,,,,,,,,"PARTICULARS,CODE REF",,-2,"Gross Total,Hospitals Private|Hospitals Privele,Printed Time",,8,Subtotal,,,Total Vitamin,,,,,,,,,,,,yes,,,,,,"yes,\d\.\d",,,,,,"lvl1,2,5,\d\.\d",,,,,,yes,"MIOT Hospital,0,MIOT Hospital,0,MIOT Hospital,0,MIOT Hospital,0,Fax:,0",,,,,,,,,"\d\/\d{2}\/\d{4}|\d\/\d{2}\/\d{3},\d\s?\.\s?\w|\d\s?\.\s?\d|\d{3},\d\s?\.\s?\d,\d\s?\.\s?\w|\d\s?\.\s?\d|\d{3},0,5,4,5,3",,,,,,,,,,,,,,,,,,"GENERAL PROCEDURES,ROOM RENT - GENERAL WARD,DRESSING,ROOM RENT - MI4,PULMONOLOG,PULMONOLOGY,BLOOD BA,LAB - BIOCHEMISTRY,MHRC - CICU,NUCLEAR MEDICINE,DOCUMENTATION,FACILITY CHARGES,DIET - PATIENT,DIET - PATIENT - PACKAGE,ICU PROCEDURES,ROOM RENT - MI3,ROOM RENT - C2,DIET - PATIENT STANDARD,DIET - PATIENT ADDL,DIET - ATTENDER,ROOM RENT - SINGLE,IRSING CHARGES,SURGERY,ROOM RENT - PRIVATE ISLOATION WARD,ROOM RENT - PRIVATE,GASTROENTEROLOGY,LAB - HISTOPATHOLOGY,LAB . TRANSPLANTATION IMMUNOLOGY,PHYSIOTHER,PROCEDUR,ROOM RENT - C3,LAB . CLINICAL CHEMISTRY,LAB - HAEMOTOLO,PACKAGE OTHERS,ROOM RENT - SEMI PRIVATE,ICU SEMI CRITICAL,LAB - CLINICAL PATHOLOGY,NEURO - ICU,ULTRA - SONOGRAM,MRI SCAN,LAB - TRANSPLANTATION IMMUNOLOGY,BLOOD BANK,D BANK,CARDIOLOGY INVESTIGATIONS,ROOM RENT - C1,SUPER SPECIALIST CONSULTATION CHARGES,TREATMENT ROOM,EMERGENCY,NURSING CHARGES,CONSULTATION,CONSULTATI,CT SCAN,ROOM RENT - GENERAL,EMERGENCY CARE,EQUIPMENT CHARGES,NURISNG CHARGES,IMPLANT,LAB - CLINICAL CHEMISTRY,LAB - HAEMOTOLOGY,LAB - MICROBIOLOGY,LAB PACKAGE PROFILE,PHARMACY,PHYSIOTHERAPY,POST OPERATIVE CARE,PROCEDURE CHARGES,ROOM RENT - GERNAL,ORIF AND TENSION BAND WIRING FOR LEFT,OLECRANON,TRAUMA CARE,X - RAY",,"Date,Code,Particulars,Remark,Quantity,Total",yes,,"184, 301, 275, 559, 464, 1238, 1109, 1496, 1686, 1967, 1924, 2300"
asian,8,yes,"Provisional Bill|Provicional Bill|Date of Admission,18",,,"Date,Address|Addrose,0,Address|Addrose,2","2,1,0","1,10,1","Code,Address|Addrose,2,Address|Addrose,2","1,10,0","7,10,0","Item,Address|Addrose,2,Address|Addrose,2","7,10,1","2,1,0","Doctor,GSTN|GSIN,0,GSTN|GSIN,0","1,2,0","1,1,0","Btach,GSTN|GSIN,0,GSTN|GSIN,0","1,2,0","1,1,0","Qty,GSTN|GSIN,0,GSTN|GSIN,0","13,10,1","18,10,0","Rate,GSTN|GSIN,0,GSTN|GSIN,0","18,10,1","25,10,0","Amount,GSTN|GSIN,0,GSTN|GSIN,0","25,10,1","4,1,0",,,,"Insurance Company,",,-2,"Deposit|levied on hospital|fevied on hospital|Gross Amount,CASH,Page",Deposit Amount,1,Total,,Deposit Amount,Total Amount,,"6,. ....',space#","0,BED CHARGES-.. Bed Charges .... .,BED CHARGES- Bed Charges#","6,otal :,Total :#6,Tulal .,Total#0,CONSUMARI F-DPCO -RETURN,CONSUMABLE-DPCO -RETURN#0,PHARMACY-UPCU -ISSUE,PHARMACY-DPCO -ISSUE#0,CINE CONSUMABLES -ISSUE,MEDICINE CONSUMABLES -ISSUE#0,BED CHIARCCC- Ded Charges,BED CHARGES- Bed Charges#",,,,yes,,yes,,yes,yes,,,,,,,,,,,,,,,,,yes,"Expiry Date,5,Total Amou,7,Total Amou,6,INDIA|India|ICICI Lombard,2,Class|Date|Insurance Company|pate|Class|Dale|Pate|Data|GST,0",,,,,,,,,"\d+\-\d\s?\d\-\d+|\d+\-\d+|\D\-\D|\d\s\d+\s\d+,\d+\-\d\s?\d\-\d+,\d\s?\.\s?\d|\d\s\d|\D\.\d,\d\s?\.\s?\d,0,0,6,6,3",,,,,,,,,,,,,,,,,,"PROCEDURE CHARGES--,CONSUMABLE-DPCO -RETURN,HEAD,IMAGING,Food & Beverage,CONSUMABLE-DPCO -ISSUE,PHARMACY-DPCO -ISSUE,PHARMACY-DPCO -RETURN,PHARMACY M,BED CHARGES- Bed Charges,MEDICAL CONSUMABLE,BED SIDE SERVICES,IMAGING-,IMPLANT -ISSUE,BLOOD BANK CHARGES,CONSUMABLE CHARGES -RETURN,MEDICINE CONSUMABLES -ISSUE,CONSULTATION CHARGES,CONSULTATION CHARGES-,IMAGING--,MAGING--,INVESTIGATION MEDICAL-,LABORATORY SERVICES-1,LABORATORY SERVICES-2,PROCEDURE CHARGES-,MEDICINE CONSUMABLES -ISSUE,PHARMACY MEDICINE -ISSUE,CONSUMABLE CHARGES -ISSUE,MEDICINE CONSUMABLES -RETURN,PHARMACY MEDICINE -RETURN,BED CHARGES- Bed Charges,OTHERS,CONSUMABLE,MEDICINE CONSUIMANI FS -RETURN,INVENTINATION MI DINAI -,CONSUMARI F CHARGES -ISSUE,PACKAGE-",,"Date,Code,Item,Doctor,Batch,Qty,Rate,Amount",,,
